PublishedRecordId,Data de Criação,Data Alvo,Data Conclusão,Status,Prioridade,Título,Descrição,Responsável,Função,Origem,Local,Categoria,Tipo de Registro,Dias em Aberto,Atrasada?,Área LI,Macrotema LI,Tema específico,Voz do problema,Referência técnica,Exposição / perda potencial,Evidência textual,Confiança		
22126,2024-07-30,2024-07-29,2025-04-02,Closed,Medium (Ideally within 14 days),Mangueiras isoladas com fita marrom,Mangueiras de alimentação do gravimetrico para a extrusora isoladas com  fitas marrom,Carlos Montanini,PSE MSCI (Manufacturing & Supply Chain Integration),Legal Requirements,,Factory,,245,NÃO,Extrusão,Manutenção e Confiabilidade,Componente danificado / condição básica,Componente físico danificado ou condição básica degradada,Manutenção,Falha funcional ou risco secundário,mangueira,Média		
22125,2024-07-30,2024-07-29,2025-03-20,Closed,Medium (Ideally within 14 days),Acrílico quebrado,Suporte de acrílico da pasta de produtos químicos quebrado,Marina Zandona,PS Additional Materials Factory,Safety Observation,,Factory,,232,NÃO,Produção / Fábrica,Manutenção e Confiabilidade,Componente danificado / defeituoso,Falha física ou necessidade de manutenção,Manutenção,Falha funcional ou acidente secundário,quebrado/danificado/solto,Média		
21574,2024-06-15,2024-07-29,2024-12-12,Closed,Low (Ideally within 30 days),"Entrada principal, nao tem espelho, com oportunidade de melhoria","Entrada principal, nao tem espelho, com oportunidade de melhoria",Marina Zandona,PS Additional Materials Factory,,,Factory,Audit,179,NÃO,Produção / Fábrica,Revisão especializada,Descrição ambígua ou contextual,Registro requer leitura técnica para determinar o mecanismo de perda,A validar,Não inferir sem contexto,descrição sem palavras-chave conclusivas,Revisão manual		
21975,2024-07-10,2024-07-30,2024-07-23,Closed,Low (Ideally within 30 days),Instalar a melhoria ja existem nos Easy Mover,Instalar a melhoria ja existem nos Easy Mover,Mario Rossi,PS Packaging Materials Factory,,,Factory,Events,12,NÃO,Produção / Fábrica,Movimentação de Materiais,Empilhadeira / veículo industrial,Condição ou operação insegura de empilhadeira,NR 11,"Atropelamento, colisão ou tombamento",easy mover,Alta		
22146,2024-07-30,2024-07-31,2024-07-30,Closed,Low (Ideally within 30 days),Identificação da area do extintor,"Identificação da area do extintor, mudar o local da placa de identificação que estava atras do tuto",Abelardo Santos,PS Packaging Materials Factory,,,Factory,Audit,-1,NÃO,Produção / Fábrica,5S e Organização,Identificação,"Item, local ou condição sem identificação",5S / Gestão Visual,"Uso, descarte ou armazenamento incorreto",placa de identificacao,Alta		
22137,2024-07-30,2024-07-31,2024-07-30,Closed,Low (Ideally within 30 days),Pano e Fita em local inadequado,"Pano e Fita em local inadequado, dentro do armário de bateria do easy mover",Leandro Thomaz,PS Packaging Materials Factory,,,Factory,Audit,-1,NÃO,Produção / Fábrica,Movimentação de Materiais,Empilhadeira / veículo industrial,Condição ou operação insegura de empilhadeira,NR 11,"Atropelamento, colisão ou tombamento",easy mover,Alta		
22136,2024-07-30,2024-07-31,2024-07-30,Closed,Low (Ideally within 30 days),Espula de Alumínio no chão,Espula de Alumínio no chão e em local inadequado,Ivan Zacarias,PS Packaging Materials Factory,,,Factory,Audit,-1,NÃO,Produção / Fábrica,5S e Organização,Localização / armazenamento,"Materiais, ferramentas ou equipamentos fora do local padrão",5S,"Obstrução, perda de controle ou acidente",local inadequado,Média		
22106,2024-07-27,2024-07-31,2024-08-02,Closed,Low (Ideally within 30 days),calha solta no mezanino,calha solta no mezanino recolocar no local,JoseCarlos Campos,PS Packaging Materials Factory,,,Factory,Audit,5,NÃO,Produção / Fábrica,Quedas e Circulação,Escada / guarda-corpo,"Escada, guarda-corpo ou proteção contra queda inadequada",NR 35 / NR 8,Queda de altura,mezanino,Alta		
22058,2024-07-19,2024-07-31,2024-07-26,Closed,Low (Ideally within 30 days),Atualização pasta,Atualizar a pasta vermelha de produtos quimicos x online incluir 1 item,,PS Packaging Materials Factory,,,Factory,Audit,6,NÃO,Produção / Fábrica,Gestão e Padronização,Definição ou revisão de controle,"Controle, padrão ou critério precisa ser criado/revisado",Sistema de Gestão,Variação operacional e recorrência,verbo de gestão/padronização,Baixa		
21978,2024-07-10,2024-07-31,2024-07-23,Closed,Low (Ideally within 30 days),Criar plano de manutencao preventiva do gravimetrico,Criar plano de manutencao preventiva do gravimetrico,Carlos Montanini,PS Additional Materials Factory,,,Factory,Events,12,NÃO,Manutenção / Usinagem,Procedimentos e Capacitação,Procedimento / padrão operacional,"Procedimento inexistente, incompleto ou desatualizado",Sistema de Gestão,Execução inconsistente ou exposição não controlada,iar,Alta		
21156,2024-05-27,2024-07-31,2025-03-06,Closed,Medium (Ideally within 14 days),Dutos de ar condicionado sujos.,Dutos de ar condicionado sujos e difusores danificados.,Marina Zandona,PS Additional Materials Factory,,,Factory,Actions,282,NÃO,Produção / Fábrica,Manutenção e Confiabilidade,Componente danificado / defeituoso,Falha física ou necessidade de manutenção,Manutenção,Falha funcional ou acidente secundário,quebrado/danificado/solto,Média		
22177,2024-08-01,2024-08-01,2024-08-01,Closed,High (Ideally within 7 days),Escadas quebrada,Foi encontrada 2 escadas com os degraus quebrados,Leandro Thomaz,PS Packaging Materials Factory,,,Factory,Audit,-1,NÃO,Produção / Fábrica,Quedas e Circulação,Escada / guarda-corpo,"Escada, guarda-corpo ou proteção contra queda inadequada",NR 35 / NR 8,Queda de altura,escada,Alta		
22446,2024-08-26,2024-08-09,2024-08-26,Closed,Low (Ideally within 30 days),Rotulo de produto quimico,Rotulo com data de validade vencido,Vera Donolla,PS Packaging Materials Factory,,,Factory,Audit,-1,NÃO,Produção / Fábrica,Produtos Químicos,Identificação / FISPQ / validade,"Controle de identificação, FISPQ ou validade de produto químico",NR 26,Exposição química ou uso de produto inadequado,produto quimico,Média		
22059,2024-07-19,2024-08-09,2024-07-26,Closed,Low (Ideally within 30 days),atividade IAR,Acrescentar a linha da atividade de fazer a emenda no iar vtv 16,Murilo Canesin,PS Packaging Materials Factory,,,Factory,Audit,6,NÃO,Produção / Fábrica,Procedimentos e Capacitação,Procedimento / padrão operacional,"Procedimento inexistente, incompleto ou desatualizado",Sistema de Gestão,Execução inconsistente ou exposição não controlada,iar,Alta		
22138,2024-07-30,2024-08-10,2024-08-01,Closed,Medium (Ideally within 14 days),Vazamento de água,Vazamento de água carriagem da extrusora A/B,Felipe Oliveira,PS Packaging Materials Factory,,,Factory,Audit,1,NÃO,Extrusão,Meio Ambiente,Vazamento de água / óleo,Vazamento com potencial ambiental ou de desperdício,ISO 14001,"Contaminação, desperdício ou escorregamento","vazamento de agua, vazamento",Alta		
22157,2024-07-31,2024-08-15,2024-08-14,Closed,Low (Ideally within 30 days),Incluir o descarte de aluminio no procedimento de limpeza da coifa,Incluir o descarte de aluminio no procedimento de limpeza da coifa,Abelardo Santos,PS Packaging Materials Factory,,,Factory,Events,13,NÃO,Produção / Fábrica,5S e Organização,Limpeza / housekeeping,Condição de limpeza inadequada,5S,"Escorregamento, contaminação ou degradação do ambiente",limpeza,Alta		
22145,2024-07-30,2024-08-15,2024-07-30,Closed,Medium (Ideally within 14 days),Pano amarrado no giro flex,Pano amarrado no giro flex,Anderson Barboza,PS Packaging Materials Factory,,,Factory,Audit,-1,NÃO,Produção / Fábrica,5S e Organização,Localização / armazenamento,"Materiais, ferramentas ou equipamentos fora do local padrão",5S,"Obstrução, perda de controle ou acidente",pano,Média		
22144,2024-07-30,2024-08-15,2024-08-01,Closed,Medium (Ideally within 14 days),Vazamento de oleo no chão,Vazamento de oleo no chão embaixo do filtro eletrostático,Leandro Thomaz,PS Packaging Materials Factory,,,Factory,Audit,1,NÃO,Produção / Fábrica,Produtos Químicos,Vazamento / derramamento,Vazamento ou derramamento de produto químico,NR 26,"Contato químico, escorregamento ou impacto ambiental",vazamento de oleo,Alta		
22478,2024-08-27,2024-08-27,2024-08-27,Closed,Low (Ideally within 30 days),Mangueiras,Mnagueiras jogadas na sala de bomba.,Valdir Ates,PS Additional Materials Factory,,,Factory,Audit,-1,NÃO,Produção / Fábrica,Manutenção e Confiabilidade,Componente danificado / condição básica,Componente físico danificado ou condição básica degradada,Manutenção,Falha funcional ou risco secundário,mangueira,Média		
22477,2024-08-27,2024-08-27,2024-08-27,Closed,Medium (Ideally within 14 days),Cones de segurança,Cones de segurança fora do local de armazenagem.,Claudiney Petersen,PS Additional Materials Factory,,,Factory,Audit,-1,NÃO,Produção / Fábrica,5S e Organização,Armazenamento,Material armazenado fora do padrão,5S / Armazenamento,"Queda de materiais, obstrução ou danos",fora do local,Alta		
22629,2024-08-30,2024-08-30,2024-08-30,Closed,High (Ideally within 7 days),Laminadora 25,Lamina de corte em local inadequado,Ricardo Almeida,PS Packaging Materials Factory,,,Factory,Audit,-1,NÃO,Laminação,5S e Organização,Localização / armazenamento,"Materiais, ferramentas ou equipamentos fora do local padrão",5S,"Obstrução, perda de controle ou acidente",local inadequado,Média		
22203,2024-08-03,2024-08-30,2024-08-10,Closed,Low (Ideally within 30 days),Descarte incorreto no lixo reciclavel,Foram encontrados pedaçõs de fita marrom no lixo de material reciclavel da cortadeira 57.,Thiago Sholfes,PS Packaging Materials Factory,,,Factory,,6,NÃO,Cortadeiras,5S e Organização,Descarte / resíduos,Descarte ou segregação de resíduos inadequados,5S / Resíduos,"Contaminação, incêndio ou obstrução",descarte,Alta		
22623,2024-08-30,2024-09-06,2024-09-06,Closed,Medium (Ideally within 14 days),Responsavel IAR,Definir responsavel pela atualização do IAR da manutenção,Carlos Cavallaro,PS Packaging Materials Factory,,,Factory,Events,6,NÃO,Manutenção / Usinagem,Procedimentos e Capacitação,Procedimento / padrão operacional,"Procedimento inexistente, incompleto ou desatualizado",Sistema de Gestão,Execução inconsistente ou exposição não controlada,iar,Alta		
22620,2024-08-30,2024-09-06,2024-09-06,Closed,Medium (Ideally within 14 days),Comunicar o time,"Comunicar o time que toda construção/alteração em ferramentas e processo deve ser avaliado o risco, antes de implementar.",Ronaldo Pracidele,PS Packaging Materials Factory,,,Factory,Events,6,NÃO,Produção / Fábrica,Condição de Segurança,Desvio de segurança não especificado,Condição insegura requer avaliação técnica,A definir,Risco ocupacional a confirmar,risco/segurança,Baixa		
24163,2024-09-26,2024-09-26,2025-02-03,Closed,Very High (Immediately),Equipamentos Inadequeados,"Na primeira ação no caso da sanduicheira encontrada no café do prédio  D6  a mesma  deve ser retirada do local imediatamente  devido a condição do fio.		
Na segunda ação o transformador tbm deverá ser retirado do local e as tomadas serem adequadas aos aparelhos que serão usados.",,PS Packaging Materials Factory,,,Office,Audit,129,NÃO,Área não identificada,Revisão especializada,Descrição ambígua ou contextual,Registro requer leitura técnica para determinar o mecanismo de perda,A validar,Não inferir sem contexto,descrição sem palavras-chave conclusivas,Revisão manual		
24148,2024-09-26,2024-09-26,2024-09-26,Closed,Medium (Ideally within 14 days),cones fora do lugar,"os cones utilizado pela firma que executou obra no telhado , estavam obstruindo a caixa de hidrante proximo da FF",Gabrielle Grossi,PS Additional Materials Factory,,,Factory,Audit,-1,NÃO,Produção / Fábrica,Prevenção de Incêndio,Extintor / hidrante,Equipamento de combate a incêndio inadequado,NR 23,Falha na resposta inicial a incêndio,hidrante,Alta		
24142,2024-09-25,2024-09-26,2025-02-03,Closed,Very High (Immediately),Melhoria na arrumação e limpeza interna dos gabinetes,Melhorar na limpeza e arrumação interna dos gabinetes no salão de refeição.,,PS Packaging Materials Factory,,,Factory,Audit,130,NÃO,Utilidades,5S e Organização,Limpeza / housekeeping,Condição de limpeza inadequada,5S,"Escorregamento, contaminação ou degradação do ambiente",limpeza,Alta		
24141,2024-09-25,2024-09-27,2025-02-03,Closed,Very High (Immediately),Resíduos misturados e não identificados,"A separação , identificação e o descarte de resíduos tem que ser realizado conforme o padrão ambental Tetrapak",,PS Packaging Materials Factory,,,Factory,Audit,130,NÃO,Produção / Fábrica,5S e Organização,Descarte / resíduos,Descarte ou segregação de resíduos inadequados,5S / Resíduos,"Contaminação, incêndio ou obstrução","descarte, residuo",Alta		
24164,2024-09-26,2024-09-30,2025-02-03,Closed,High (Ideally within 7 days),Extintor sem demarcação,"Foram encontradas 02 ações referentes a extintores são elas :		
		
1° No prédio D6  foi encontrado um extintor sem identicação.		
2° No predio C1   foi encontrado um extintor obstruído dificultando o acesso ao mesmo",,PS Packaging Materials Factory,,,Office,Audit,129,NÃO,Área não identificada,5S e Organização,Demarcação,Falta ou inadequação de demarcação,5S / Gestão Visual,"Conflito de fluxo, obstrução ou armazenamento incorreto",demarcacao,Alta		
24132,2024-09-25,2024-09-30,2025-02-03,Closed,High (Ideally within 7 days),Separação correta de materiais perigosos,"Melhorar o processo de separação de produtos químicos , nao misturar recpientes nem produtos com outros materiais , melhorando e facilitando o descarte com segurança.",,PS Packaging Materials Factory,,,Factory,Audit,130,NÃO,Produção / Fábrica,5S e Organização,Descarte / resíduos,Descarte ou segregação de resíduos inadequados,5S / Resíduos,"Contaminação, incêndio ou obstrução",descarte,Alta		
24131,2024-09-25,2024-09-30,2025-02-03,Closed,High (Ideally within 7 days),Material perigoso misturado,Material perigoso descartado de maneira incorreta,,PS Packaging Materials Factory,,,Factory,Audit,130,NÃO,Produção / Fábrica,Condição de Segurança,Desvio de segurança não especificado,Condição insegura requer avaliação técnica,A definir,Risco ocupacional a confirmar,risco/segurança,Baixa		
24127,2024-09-25,2024-09-30,2025-01-31,Closed,High (Ideally within 7 days),Material misturado sem identificação,Precisamos manter  a área organizada  com os materiais separados corretamente e identificados cada qual em sua locação.,,PS Packaging Materials Factory,,,Other,Audit,127,NÃO,Área não identificada,5S e Organização,Identificação,"Item, local ou condição sem identificação",5S / Gestão Visual,"Uso, descarte ou armazenamento incorreto",sem identificacao,Alta		
22499,2024-08-28,2024-09-30,2024-09-30,Closed,Medium (Ideally within 14 days),Manutenção portas de entrada,"Durante tour de segurança foi observado ambas as portas de acesso ao laboratorio com danos, uma delas com sistema de acesso digital com mal funcionamento e a outra com as placas soltando. Aberto chamado Sodexo",Moises Leao,,,,,Audit,32,NÃO,Manutenção / Usinagem,Condição de Segurança,Desvio de segurança não especificado,Condição insegura requer avaliação técnica,A definir,Risco ocupacional a confirmar,risco/segurança,Baixa		
21152,2024-05-27,2024-09-30,2025-03-21,Closed,Medium (Ideally within 14 days),Vazamento de água da chuva,Vazamento de água da chuva no forro aberto em cima do bebedouro das U- machines,Ricardo Mendonca,PS Additional Materials Factory,SAM WCM teams,,Factory,,297,NÃO,Produção / Fábrica,Meio Ambiente,Vazamento de água / óleo,Vazamento com potencial ambiental ou de desperdício,ISO 14001,"Contaminação, desperdício ou escorregamento","vazamento de agua, vazamento",Alta		
20711,2024-04-29,2024-09-30,2025-03-21,Closed,Medium (Ideally within 14 days),Placa do forro,Placa do forro próximo ao reto 7 solta.,Ricardo Mendonca,PS Additional Materials Factory,,,Factory,Audit,325,NÃO,Produção / Fábrica,Infraestrutura,Estrutura / manutenção predial,Condição predial ou estrutural inadequada,NR 8,"Queda de objeto, infiltração ou degradação",forro,Alta		
18362,2024-01-19,2024-09-30,2026-02-05,Closed,Very High (Immediately),Trocar as lampadas do teto em geral no CD,"This request is for  at Tetra Pak Monte Mor , Brazil location TETRA PAK MONTE MOR Property		
Request Number: SR-255395-Q1M3Y0 		
Received: 1/19/2024 3:45 PM 		
Reported By: Devlim Coradelli		
Affected Person: Devlim Coradelli		
Title: Mobile - Lampadas queimadas 		
Description:		
Trocar lampadas queimadas na area de expedição no CD ( Risco de Segurança devido quantidade de lampadas queimadas ) 		
Location: TETRA PAK MONTE MOR Property - PRÉDIO CD TETRA PAK MONTE MOR",Marcos Souza,PS Packaging Materials Factory,,,Warehouse,Audit,747,NÃO,Warehouse / Doca,Condição de Segurança,Desvio de segurança não especificado,Condição insegura requer avaliação técnica,A definir,Risco ocupacional a confirmar,risco/segurança,Baixa		
24384,2024-10-08,2024-10-01,2025-02-03,Closed,Medium (Ideally within 14 days),Inspeção de segurança,Realizar a identificação dos equipamnetos de emergências na área externa do Predio L,,PS Packaging Materials Factory,,,Factory,Audit,117,NÃO,Áreas externas,Condição de Segurança,Desvio de segurança não especificado,Condição insegura requer avaliação técnica,A definir,Risco ocupacional a confirmar,risco/segurança,Baixa		
24382,2024-10-08,2024-10-01,2025-02-03,Closed,High (Ideally within 7 days),Inspeção de Segurança,Abrir chamado para conserto de placa solta no teto,,PS Packaging Materials Factory,,,Other,Audit,117,NÃO,Área não identificada,Condição de Segurança,Desvio de segurança não especificado,Condição insegura requer avaliação técnica,A definir,Risco ocupacional a confirmar,risco/segurança,Baixa		
24381,2024-10-08,2024-10-01,2025-02-03,Closed,High (Ideally within 7 days),Inspeção de segurança,mater os produtos químicos separados e armazenados  corretamente,,PS Packaging Materials Factory,,,Other,Audit,117,NÃO,Área não identificada,Condição de Segurança,Desvio de segurança não especificado,Condição insegura requer avaliação técnica,A definir,Risco ocupacional a confirmar,risco/segurança,Baixa		
24380,2024-10-08,2024-10-01,2025-02-03,Closed,High (Ideally within 7 days),Inspeção de segurança,She TOUR inspeção de segurança,,PS Packaging Materials Factory,,,Factory,Audit,117,NÃO,Produção / Fábrica,Condição de Segurança,Desvio de segurança não especificado,Condição insegura requer avaliação técnica,A definir,Risco ocupacional a confirmar,risco/segurança,Baixa		
24379,2024-10-08,2024-10-01,2025-02-03,Closed,Medium (Ideally within 14 days),She tour segurança,Inspeção de segurança,,PS Packaging Materials Factory,,,Shared Buildings / Common Area,Audit,117,NÃO,Área não identificada,Condição de Segurança,Desvio de segurança não especificado,Condição insegura requer avaliação técnica,A definir,Risco ocupacional a confirmar,risco/segurança,Baixa		
24378,2024-10-08,2024-10-01,2025-02-03,Closed,Very High (Immediately),Inspeção segurança,Porta de painel eletrico aberta,,PS Packaging Materials Factory,,,Shared Buildings / Common Area,Audit,117,NÃO,Área não identificada,Risco Elétrico,Painel elétrico,"Painel elétrico aberto, obstruído ou inadequado",NR 10,"Choque elétrico, arco elétrico ou impedimento de acesso",painel eletrico,Alta		
24376,2024-10-08,2024-10-01,2025-02-03,Closed,High (Ideally within 7 days),She Tour inspeção de segurança,"Encontramos na portaria de entrada de funcionarios bebedouros com grades de sujas , Na cozinha da lanchonete caldeirões sem utilização empilhados , na área da externa materiais alocadados de forma desorganizada e na portaria de caminhoneiros porta copos quebrados.",,PS Packaging Materials Factory,,,Shared Buildings / Common Area,Audit,117,NÃO,Utilidades,Condição de Segurança,Desvio de segurança não especificado,Condição insegura requer avaliação técnica,A definir,Risco ocupacional a confirmar,risco/segurança,Baixa		
24306,2024-10-03,2024-10-03,2024-10-09,Closed,Medium (Ideally within 14 days),Descarte de fitas na lixeira reciclável,"Durante  o she tour foi encontrado fitas na lixeira de materiais recicláveis, verificar com o time oportunidades de erradicar o descarte incorreto.",Luis Matos,PS Packaging Materials Factory,Safety Observation,,Factory,,5,NÃO,Produção / Fábrica,5S e Organização,Descarte / resíduos,Descarte ou segregação de resíduos inadequados,5S / Resíduos,"Contaminação, incêndio ou obstrução","descarte, lixeira",Alta		
24165,2024-09-26,2024-10-04,2025-02-03,Closed,High (Ideally within 7 days),Fiação incorreta,Foram encontradas nas salas Repro Imagem e Repro Monte Mor fiações soltas e amarradas incorretamente,,PS Packaging Materials Factory,,,Office,Audit,129,NÃO,Área não identificada,Manutenção e Confiabilidade,Componente danificado / defeituoso,Falha física ou necessidade de manutenção,Manutenção,Falha funcional ou acidente secundário,quebrado/danificado/solto,Média		
18345,2024-01-18,2024-10-05,2024-10-17,Closed,Low (Ideally within 30 days),Sensor de detecção de ozônio,Sensor de detecção de ozônio,Alexandre Formentini,PS Packaging Materials Factory,,,Factory,Events,272,NÃO,Utilidades,Meio Ambiente,Emissão / ozônio,Emissão ou risco de liberação atmosférica,ISO 14001,Exposição ocupacional ou impacto ambiental,ozonio,Alta		
24859,2024-10-30,2024-10-07,2025-02-03,Closed,High (Ideally within 7 days),Inspeção de segurança,Foram encontardas ralos danificados nos vestiarsio feminino,,PS Packaging Materials Factory,,,Shared Buildings / Common Area,Audit,95,NÃO,Área não identificada,Procedimentos e Capacitação,Procedimento / padrão operacional,"Procedimento inexistente, incompleto ou desatualizado",Sistema de Gestão,Execução inconsistente ou exposição não controlada,iar,Alta		
24139,2024-09-25,2024-10-07,2025-02-03,Closed,Medium (Ideally within 14 days),Extintor incêndio,"fazer a marçação do local do suporte do extintor de incendio e providenciar um suporte para o memso , não deixando no chão.",,PS Packaging Materials Factory,,,Factory,Audit,130,NÃO,Produção / Fábrica,Prevenção de Incêndio,Extintor / hidrante,Equipamento de combate a incêndio inadequado,NR 23,Falha na resposta inicial a incêndio,extintor,Alta		
24375,2024-10-08,2024-10-11,2025-02-03,Closed,Medium (Ideally within 14 days),She tour lanchonete,"1 ° Ação :Encontramos caldeirões que não estao sendo utlizados empilhados no estoque .		
2° Ação : No armário do estuqe de produtos químicos encontramos bandejas para servir alimentos empilhadas.",,PS Packaging Materials Factory,,,Shared Buildings / Common Area,Audit,117,NÃO,Utilidades,Produtos Químicos,Identificação / FISPQ / validade,"Controle de identificação, FISPQ ou validade de produto químico",NR 26,Exposição química ou uso de produto inadequado,produtos quimicos,Média		
24410,2024-10-09,2024-10-14,2025-02-03,Closed,Medium (Ideally within 14 days),5S área dos silos,Encontramos situações de melhoria de 5S  onde temos vários materias alocados de forma incorreta,,PS Packaging Materials Factory,,,Shared Buildings / Common Area,Audit,116,NÃO,Área não identificada,Revisão especializada,Descrição ambígua ou contextual,Registro requer leitura técnica para determinar o mecanismo de perda,A validar,Não inferir sem contexto,descrição sem palavras-chave conclusivas,Revisão manual		
24140,2024-09-25,2024-10-14,2025-02-03,Closed,Medium (Ideally within 14 days),Espaço fisico inadequado,"Sala da gerência com espaço físicom inadequada para três pessoas , local apertado e sem muito conforto.",,PS Packaging Materials Factory,,,Factory,Audit,130,NÃO,Produção / Fábrica,Revisão especializada,Descrição ambígua ou contextual,Registro requer leitura técnica para determinar o mecanismo de perda,A validar,Não inferir sem contexto,descrição sem palavras-chave conclusivas,Revisão manual		
24561,2024-10-17,2024-10-15,2025-02-03,Closed,Medium (Ideally within 14 days),5S SHE TOUR CLUBE,"Melhorias de 5S nas áreas do  Conteiner utilizados para produtos químicos , Tambem na sala de deposito de materias, e na área das churraqueiras onde esta havendo acumulo de agua parada com as mesas expostas .",,PS Packaging Materials Factory,,,Other,Audit,108,NÃO,Área não identificada,Produtos Químicos,Identificação / FISPQ / validade,"Controle de identificação, FISPQ ou validade de produto químico",NR 26,Exposição química ou uso de produto inadequado,produtos quimicos,Média		
24489,2024-10-14,2024-10-21,2025-02-03,Closed,High (Ideally within 7 days),She tour segurança CD,Ára com painéis elétricos sem cadeados ou proteção,,PS Packaging Materials Factory,,,Distribution Centre,Audit,111,NÃO,Área não identificada,Isolamento de Energias,LOTO / bloqueio,Bloqueio e etiquetagem de energia inadequados,NR 10 / NR 12,Energização inesperada durante intervenção,cadeado,Alta		
24488,2024-10-14,2024-10-21,2025-02-03,Closed,Medium (Ideally within 14 days),SHE TOUR SEGURANÇA,"Foram encontradas algumas situações de  pontos de melhoria são elas:		
		
1°  Caçambas  para separação e destinação de resíduos sem demarcação  de solo e identificação.		
2° Área destinada a separação de palestes tambem sem identificação .",,PS Packaging Materials Factory,,,Shared Buildings / Common Area,Audit,111,NÃO,Área não identificada,5S e Organização,Demarcação,Falta ou inadequação de demarcação,5S / Gestão Visual,"Conflito de fluxo, obstrução ou armazenamento incorreto",demarcacao,Alta		
24487,2024-10-14,2024-10-21,2025-02-03,Closed,High (Ideally within 7 days),SHE TOUR  AREAS EXTERNAS,Melhorar disposição e alocação dos materias nas áreas externas e evitando de deixa-los solto e sem isolamento adequados.,,PS Packaging Materials Factory,,,Distribution Centre,Audit,111,NÃO,Área não identificada,Manutenção e Confiabilidade,Componente danificado / defeituoso,Falha física ou necessidade de manutenção,Manutenção,Falha funcional ou acidente secundário,quebrado/danificado/solto,Média		
24656,2024-10-22,2024-10-22,2024-10-30,Closed,Low (Ideally within 30 days),Produto químico sem ou com rótulo ilegivel,Rótulos ilegiveis de produto químicos,Fernando Mistura,PS Packaging Materials Factory,,,Factory,Audit,7,NÃO,Produção / Fábrica,Produtos Químicos,Identificação / FISPQ / validade,"Controle de identificação, FISPQ ou validade de produto químico",NR 26,Exposição química ou uso de produto inadequado,produto quimico,Média		
24637,2024-10-21,2024-10-28,2025-02-03,Closed,High (Ideally within 7 days),Inspeção de segurança,"Abrir chamado para reparos no solo do pátio da área de resíduos onde , exitem buracos no solo que podem ocasionar acidentes tanto com pessoas ( Quedas ) como acidentes com equipamentos",,PS Packaging Materials Factory,,,Shared Buildings / Common Area,Audit,104,NÃO,Áreas externas,5S e Organização,Descarte / resíduos,Descarte ou segregação de resíduos inadequados,5S / Resíduos,"Contaminação, incêndio ou obstrução",residuo,Alta		
24635,2024-10-21,2024-10-28,2025-02-03,Closed,Medium (Ideally within 14 days),SHE TOUR PRS / ETE,MATERIAL ALOCADA DE FORMA INCORRETA E MELHORIA DE 5S,,PS Packaging Materials Factory,,,Shared Buildings / Common Area,Audit,104,NÃO,Utilidades,Revisão especializada,Descrição ambígua ou contextual,Registro requer leitura técnica para determinar o mecanismo de perda,A validar,Não inferir sem contexto,descrição sem palavras-chave conclusivas,Revisão manual		
24563,2024-10-17,2024-10-28,2025-02-03,Closed,High (Ideally within 7 days),Porta banheiro PCd danificada,Porta banheiro PCd danificada,,PS Packaging Materials Factory,,,Other,Audit,108,NÃO,Área não identificada,Manutenção e Confiabilidade,Componente danificado / defeituoso,Falha física ou necessidade de manutenção,Manutenção,Falha funcional ou acidente secundário,quebrado/danificado/solto,Média		
24415,2024-10-09,2024-10-28,2025-02-03,Closed,Medium (Ideally within 14 days),Caixa de hidrante amassada e danificadas,Encontramos na área externa do predio algumas caixas de hidrante amassadas .,,PS Packaging Materials Factory,,,Shared Buildings / Common Area,Audit,116,NÃO,Áreas externas,Prevenção de Incêndio,Extintor / hidrante,Equipamento de combate a incêndio inadequado,NR 23,Falha na resposta inicial a incêndio,hidrante,Alta		
24150,2024-09-26,2024-10-28,2024-12-12,Closed,Low (Ideally within 30 days),conduite solto,conduite do painel da extrusora 4 solto,Marina Zandona,PS Additional Materials Factory,,,Factory,Audit,76,NÃO,Extrusão,Manutenção e Confiabilidade,Componente danificado / defeituoso,Falha física ou necessidade de manutenção,Manutenção,Falha funcional ou acidente secundário,quebrado/danificado/solto,Média		
24149,2024-09-26,2024-10-28,2025-03-20,Closed,Low (Ideally within 30 days),suporte de cantoneiras solto,os suportes de cantoneiras das U-machines e da FF não estão fixados no chão,Marina Zandona,PS Additional Materials Factory,,,Factory,Audit,174,NÃO,Produção / Fábrica,Manutenção e Confiabilidade,Componente danificado / defeituoso,Falha física ou necessidade de manutenção,Manutenção,Falha funcional ou acidente secundário,quebrado/danificado/solto,Média		
24729,2024-10-24,2024-10-30,2025-02-03,Closed,Medium (Ideally within 14 days),Ficha de EPI Irregular,Regularizar as fichas de EPIs dos colaboradores,,PS Packaging Materials Factory,,,Shared Buildings / Common Area,Audit,101,NÃO,Área não identificada,EPI,Uso / disponibilidade,"EPI ausente, inadequado ou não utilizado",NR 6,Exposição direta ao perigo,epi,Alta		
22159,2024-07-31,2024-10-30,2024-08-02,Closed,Low (Ideally within 30 days),Revisar IAR da laminadora 25,Revisar IAR referente ao incidente de principio de incêndio,Ricardo Almeida,PS Packaging Materials Factory,,,Factory,Events,1,NÃO,Laminação,Procedimentos e Capacitação,Procedimento / padrão operacional,"Procedimento inexistente, incompleto ou desatualizado",Sistema de Gestão,Execução inconsistente ou exposição não controlada,"revisar iar, iar",Alta		
